Satellite 1,NORAD ID 1,Satellite 2,NORAD ID 2,"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
VANGUARD 2,00011,STARLINK-30842,58357,[5278.12736902 2580.82650831 3693.40235665],0,561.6277311444064,True,31.983937509617384,0.3186055195468351,3.138677576654474
VANGUARD 3,00020,SHIJIAN 6 03B (SJ-6 03B),33409,[  289.89041634 -5813.70915375 -3764.60382402],0,554.0569018200767,False,,0.2926473702157234,3.417081791177059
EXPLORER 7,00022,STARLINK-5034,53888,[-5036.79441102  2340.8647933  -4126.32402631],0,541.062085882556,False,,72.46516363292683,0.0137997342428634
EXPLORER 7,00022,STARLINK-5024,53901,[-5036.54513526  2353.77482311 -4119.01392158],0,540.9047406119698,False,,72.3940178304095,0.013813296042534949
EXPLORER 7,00022,STARLINK-6296,56773,[-4699.15045078  -134.40366614 -5114.4206022 ],0,568.6030113533243,False,,8.963753945728406,0.11156040271236368
EXPLORER 7,00022,GREGOIRE,56946,[4199.08898368 1378.791453   5256.80980627],0,489.7072716019766,False,,7.630699632920108,0.13104958235884867
EXPLORER 7,00022,ALISIO-1,58562,[ 5005.14262271 -2898.1490908   3788.35881954],0,535.7767693399946,False,,115.4760883136665,0.00865980147581472
TIROS 1,00029,KINEIS-1B,60079,[  776.06237593 -5570.37598085  4182.52411499],0,630.7635642961586,True,36.64765874720157,40.40080764607578,0.02475198042475599
SOLRAD 1 (GREB),00046,VRSS-1,38782,[ -872.89536716 -2737.18044746  6389.37281774],0,627.4326401549897,False,,3.8892531872591927,0.2571187710987551
SOLRAD 1 (GREB),00046,LQSAT,40958,[ -101.45545797 -3191.57427731  6251.61217219],0,641.7570028712853,False,,4.356099973242051,0.2295631427521496
EXPLORER 11,00107,CARTOSAT-1,28649,[ 4329.34943956 -5153.20082157 -1849.20355553],0,601.6995017463478,False,,1.367190652354673,0.7314268849613101
EXPLORER 11,00107,ST5-C,28982,[3990.49047735 4752.77782132 3203.22010516],0,605.6548591528253,False,,1.1020649130625393,0.907387566873071
EXPLORER 11,00107,MINXSS-2,43758,[ 5934.5400198  -3443.5462057   -665.10686193],0,515.2630048367946,False,,1.0189932960748251,0.9813607251902563
EXPLORER 11,00107,STARLINK-3219,49724,[5293.25938808 3473.41428645 2786.8879659 ],0,539.2155599027265,False,,1.0728759570019615,0.9320742006320977
VANGUARD 2,00011,SOICAL (CONE),04132,[-2869.3973539  -7180.59749958 -4378.19110957],1,2507.9615802926655,False,,0.4142724019171177,2.413870669087117
VANGUARD 2,00011,STARLINK-30163,57309,[-7921.85608571 -1543.14109164 -4587.30180953],1,2905.191325355954,False,,0.31841318202178853,3.1405734952630557
VANGUARD 2,00011,STARLINK-31180,58732,[-7958.44627348 -1424.96104305 -4557.08109592],1,2902.7103683578007,False,,0.3186008458402401,3.1387236194013184
VANGUARD 2,00011,STARLINK-31151,58742,[-7956.72112759 -1430.66998083 -4558.56214593],1,2902.836829786027,False,,0.31859297435540934,3.1388011679267
VANGUARD 2,00011,STARLINK-31156,58743,[-7957.61378817 -1427.71771955 -4557.79651873],1,2902.7715164523506,False,,0.31860264905158053,3.138705855010339
VANGUARD 2,00011,STARLINK-31176,58745,[-7959.23156631 -1422.35759371 -4556.40498017],1,2902.6524757506395,False,,0.31859979482274864,3.1387339736246376
EXPLORER 7,00022,STARLINK-3359,51148,[-4965.55379125  3201.37991098 -3580.47045416],1,530.201935258061,False,,71.87242313270241,0.013913542307508395
EXPLORER 7,00022,STARLINK-3457,51754,[-4973.36311928  3148.40456975 -3617.74720483],1,530.8938476704234,False,,71.98265357401041,0.013892235842234266
EXPLORER 7,00022,STARLINK-6107,56117,[-4485.65863664  4723.20307542 -2235.4678851 ],1,508.58343185295234,False,,12.136281625010838,0.08239756054598865
EXPLORER 7,00022,STARLINK-6124,56126,[-4485.10505605  4724.2578944  -2234.29859561],1,508.5669413987298,False,,12.138613686070183,0.08238173039047798
EXPLORER 7,00022,STARLINK-30242,57739,[-4491.12074156  4712.75348057 -2247.02793037],1,508.746645352182,False,,12.137139520398303,0.08239173639879054
EXPLORER 7,00022,BRO-13,59107,[4090.93487523 1617.77377644 5271.15530859],1,487.56325008574004,False,,6.273135151025606,0.15940992437194793
SOLRAD 1 (GREB),00046,NOAA 12,21263,[-1507.97883306 -2321.73370978  6423.46913592],1,616.5196362439729,False,,3.864858439553723,0.2587416888975293
COURIER 1B,00058,ONEWEB-0296,49085,[-3249.73972483  6485.19467349  1156.10169942],1,967.2655343104398,False,,3.1116944032659304,0.3213683191223513
EXPLORER 11,00107,FORMOSAT7-2/COSMIC2-2,44351,[-5857.49982889  4518.08381686  1234.51028265],1,1121.676748640847,False,,1.0852508391987896,0.9214459587409968
EXPLORER 11,00107,STARLINK-30788,58159,[-7351.72377772  1798.28200245  -450.46464639],1,1203.708549320535,False,,0.872845101744936,1.145678652490418
